GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,Pop_1850
G4950235,1850,Utah Territory,495,Great Salt Lake,235,Great Salt Lake,6157
G4950295,1850,Utah Territory,495,Iron,295,Iron,360
G4950535,1850,Utah Territory,495,San Pete,535,San Pete,365
G4950615,1850,Utah Territory,495,Tooele,615,Tooele,152
G4950675,1850,Utah Territory,495,Utah,675,Utah,2026
G4950755,1850,Utah Territory,495,Weber,755,Weber,1186
G5000010,1850,Vermont,500,Addison,10,Addison,26549
G5000030,1850,Vermont,500,Bennington,30,Bennington,18589
G5000050,1850,Vermont,500,Caledonia,50,Caledonia,23595
G5000070,1850,Vermont,500,Chittenden,70,Chittenden,29036
G5000090,1850,Vermont,500,Essex,90,Essex,4650
G5000110,1850,Vermont,500,Franklin,110,Franklin,28586
G5000130,1850,Vermont,500,Grand Isle,130,Grand Isle,4145
G5000150,1850,Vermont,500,Lamoille,150,Lamoille,10872
G5000170,1850,Vermont,500,Orange,170,Orange,27296
G5000190,1850,Vermont,500,Orleans,190,Orleans,15707
G5000210,1850,Vermont,500,Rutland,210,Rutland,33059
G5000230,1850,Vermont,500,Washington,230,Washington,24654
G5000250,1850,Vermont,500,Windham,250,Windham,29062
G5000270,1850,Vermont,500,Windsor,270,Windsor,38320
G5100010,1850,Virginia,510,Accomack,10,Accomack,17890
G5100030,1850,Virginia,510,Albemarle,30,Albemarle,25800
G5100035,1850,Virginia,510,Alexandria,35,Alexandria,10008
G5100050,1850,Virginia,510,Alleghany,50,Alleghany,3515
G5100070,1850,Virginia,510,Amelia,70,Amelia,9770
G5100090,1850,Virginia,510,Amherst,90,Amherst,12699
G5100110,1850,Virginia,510,Appomattox,110,Appomattox,9193
G5100150,1850,Virginia,510,Augusta,150,Augusta,24610
G5100155,1850,Virginia,510,Barbour,155,Barbour,9005
G5100170,1850,Virginia,510,Bath,170,Bath,3426
G5100190,1850,Virginia,510,Bedford,190,Bedford,24080
G5100195,1850,Virginia,510,Berkeley,195,Berkeley,11771
G5100215,1850,Virginia,510,Boone,215,Boone,3237
G5100230,1850,Virginia,510,Botetourt,230,Botetourt,14908
G5100233,1850,Virginia,510,Braxton,233,Braxton,4212
G5100237,1850,Virginia,510,Brooke,237,Brooke,5054
G5100250,1850,Virginia,510,Brunswick,250,Brunswick,13894
G5100290,1850,Virginia,510,Buckingham,290,Buckingham,13837
G5100293,1850,Virginia,510,Cabell,293,Cabell,6299
G5100310,1850,Virginia,510,Campbell,310,Campbell,23245
G5100330,1850,Virginia,510,Caroline,330,Caroline,18456
G5100350,1850,Virginia,510,Carroll,350,Carroll,5909
G5100360,1850,Virginia,510,Charles City,360,Charles City,5200
G5100370,1850,Virginia,510,Charlotte,370,Charlotte,13955
G5100410,1850,Virginia,510,Chesterfield,410,Chesterfield,17489
G5100430,1850,Virginia,510,Clarke,430,Clarke,7352
G5100470,1850,Virginia,510,Culpeper,470,Culpeper,12282
G5100490,1850,Virginia,510,Cumberland,490,Cumberland,9751
G5100530,1850,Virginia,510,Dinwiddie,530,Dinwiddie,25118
G5100533,1850,Virginia,510,Doddridge,533,Doddridge,2750
G5100550,1850,Virginia,510,Elizabeth City,550,Elizabeth City,4586
G5100570,1850,Virginia,510,Essex,570,Essex,10206
G5100590,1850,Virginia,510,Fairfax,590,Fairfax,10682
G5100610,1850,Virginia,510,Fauquier,610,Fauquier,20868
G5100615,1850,Virginia,510,Fayette,615,Fayette,3955
G5100630,1850,Virginia,510,Floyd,630,Floyd,6458
G5100650,1850,Virginia,510,Fluvanna,650,Fluvanna,9487
G5100670,1850,Virginia,510,Franklin,670,Franklin,17430
G5100690,1850,Virginia,510,Frederick,690,Frederick,15975
G5100710,1850,Virginia,510,Giles,710,Giles,6570
G5100715,1850,Virginia,510,Gilmer,715,Gilmer,3475
G5100730,1850,Virginia,510,Gloucester,730,Gloucester,10527
G5100750,1850,Virginia,510,Goochland,750,Goochland,10352
G5100770,1850,Virginia,510,Grayson,770,Grayson,6677
G5100775,1850,Virginia,510,Greenbrier,775,Greenbrier,10022
G5100790,1850,Virginia,510,Greene,790,Greene,4400
G5100810,1850,Virginia,510,Greensville,810,Greensville,5639
G5100830,1850,Virginia,510,Halifax,830,Halifax,25962
G5100833,1850,Virginia,510,Hampshire,833,Hampshire,14036
G5100837,1850,Virginia,510,Hancock,837,Hancock,4050
G5100850,1850,Virginia,510,Hanover,850,Hanover,15153
G5100853,1850,Virginia,510,Hardy,853,Hardy,9543
G5100857,1850,Virginia,510,Harrison,857,Harrison,11728
G5100870,1850,Virginia,510,Henrico,870,Henrico,43572
G5100890,1850,Virginia,510,Henry,890,Henry,8872
G5100910,1850,Virginia,510,Highland,910,Highland,4227
G5100930,1850,Virginia,510,Isle Of Wight,930,Isle Of Wight,9353
G5100935,1850,Virginia,510,Jackson,935,Jackson,6544
G5100950,1850,Virginia,510,James City,950,James City,4020
G5100953,1850,Virginia,510,Jefferson,953,Jefferson,15357
G5100957,1850,Virginia,510,Kanawha,957,Kanawha,15353
G5100970,1850,Virginia,510,King And Queen,970,King And Queen,10319
G5100990,1850,Virginia,510,King George,990,King George,5971
G5101010,1850,Virginia,510,King William,1010,King William,8779
G5101030,1850,Virginia,510,Lancaster,1030,Lancaster,4708
G5101050,1850,Virginia,510,Lee,1050,Lee,10267
G5101053,1850,Virginia,510,Lewis,1053,Lewis,10031
G5101057,1850,Virginia,510,Logan,1057,Logan,3620
G5101070,1850,Virginia,510,Loudoun,1070,Loudoun,22079
G5101090,1850,Virginia,510,Louisa,1090,Louisa,16691
G5101110,1850,Virginia,510,Lunenburg,1110,Lunenburg,11692
G5101130,1850,Virginia,510,Madison,1130,Madison,9331
G5101133,1850,Virginia,510,Marion,1133,Marion,10552
G5101135,1850,Virginia,510,Marshall,1135,Marshall,10138
G5101137,1850,Virginia,510,Mason,1137,Mason,7539
G5101150,1850,Virginia,510,Matthews,1150,Matthews,6714
G5101170,1850,Virginia,510,Mecklenburg,1170,Mecklenburg,20630
G5101175,1850,Virginia,510,Mercer,1175,Mercer,4222
G5101190,1850,Virginia,510,Middlesex,1190,Middlesex,4394
G5101193,1850,Virginia,510,Monongalia,1193,Monongalia,12387
G5101197,1850,Virginia,510,Monroe,1197,Monroe,10204
G5101210,1850,Virginia,510,Montgomery,1210,Montgomery,8359
G5101215,1850,Virginia,510,Morgan,1215,Morgan,3557
G5101230,1850,Virginia,510,Nansemond,1230,Nansemond,12283
G5101250,1850,Virginia,510,Nelson,1250,Nelson,12758
G5101270,1850,Virginia,510,New Kent,1270,New Kent,6064
G5101275,1850,Virginia,510,Nicholas,1275,Nicholas,3963
G5101290,1850,Virginia,510,Norfolk,1290,Norfolk,33036
G5101310,1850,Virginia,510,Northampton,1310,Northampton,7498
G5101330,1850,Virginia,510,Northumberland,1330,Northumberland,7346
G5101350,1850,Virginia,510,Nottoway,1350,Nottoway,8437
G5101355,1850,Virginia,510,Ohio,1355,Ohio,18006
G5101370,1850,Virginia,510,Orange,1370,Orange,10067
G5101390,1850,Virginia,510,Page,1390,Page,7600
G5101410,1850,Virginia,510,Patrick,1410,Patrick,9609
G5101415,1850,Virginia,510,Pendleton,1415,Pendleton,5795
G5101430,1850,Virginia,510,Pittsylvania,1430,Pittsylvania,28796
G5101437,1850,Virginia,510,Pocahontas,1437,Pocahontas,3598
G5101450,1850,Virginia,510,Powhatan,1450,Powhatan,8178
G5101455,1850,Virginia,510,Preston,1455,Preston,11708
G5101470,1850,Virginia,510,Prince Edward,1470,Prince Edward,11857
G5101490,1850,Virginia,510,Prince George,1490,Prince George,7596
G5101510,1850,Virginia,510,Princess Anne,1510,Princess Anne,7669
G5101530,1850,Virginia,510,Prince William,1530,Prince William,8129
G5101550,1850,Virginia,510,Pulaski,1550,Pulaski,5118
G5101553,1850,Virginia,510,Putnam,1553,Putnam,5335
G5101555,1850,Virginia,510,Raleigh,1555,Raleigh,1765
G5101557,1850,Virginia,510,Randolph,1557,Randolph,5243
G5101570,1850,Virginia,510,Rappahannock,1570,Rappahannock,9782
G5101590,1850,Virginia,510,Richmond,1590,Richmond,6448
G5101593,1850,Virginia,510,Ritchie,1593,Ritchie,3902
G5101610,1850,Virginia,510,Roanoke,1610,Roanoke,8477
G5101630,1850,Virginia,510,Rockbridge,1630,Rockbridge,16045
G5101650,1850,Virginia,510,Rockingham,1650,Rockingham,20294
G5101670,1850,Virginia,510,Russell,1670,Russell,11919
G5101690,1850,Virginia,510,Scott,1690,Scott,9829
G5101710,1850,Virginia,510,Shenandoah,1710,Shenandoah,13768
G5101730,1850,Virginia,510,Smyth,1730,Smyth,8162
G5101750,1850,Virginia,510,Southampton,1750,Southampton,13521
G5101770,1850,Virginia,510,Spotsylvania,1770,Spotsylvania,14911
G5101790,1850,Virginia,510,Stafford,1790,Stafford,8044
G5101810,1850,Virginia,510,Surry,1810,Surry,5679
G5101830,1850,Virginia,510,Sussex,1830,Sussex,9820
G5101835,1850,Virginia,510,Taylor,1835,Taylor,5367
G5101850,1850,Virginia,510,Tazewell,1850,Tazewell,9942
G5101855,1850,Virginia,510,Tyler,1855,Tyler,5498
G5101870,1850,Virginia,510,Warren,1870,Warren,6607
G5101890,1850,Virginia,510,Warwick,1890,Warwick,1546
G5101910,1850,Virginia,510,Washington,1910,Washington,14612
G5101913,1850,Virginia,510,Wayne,1913,Wayne,4760
G5101930,1850,Virginia,510,Westmoreland,1930,Westmoreland,8080
G5101933,1850,Virginia,510,Wetzel,1933,Wetzel,4284
G5101937,1850,Virginia,510,Wirt,1937,Wirt,3353
G5101953,1850,Virginia,510,Wood,1953,Wood,9450
G5101957,1850,Virginia,510,Wyoming,1957,Wyoming,1645
G5101970,1850,Virginia,510,Wythe,1970,Wythe,12024
G5101990,1850,Virginia,510,York,1990,York,4460
G5500010,1850,Wisconsin,550,Adams,10,Adams,187
G5500015,1850,Wisconsin,550,Adams-Sauk [multi-county reporting area],15,Adams-Sauk (multi-county reporting area),
G5500090,1850,Wisconsin,550,Brown,90,Brown,6215
G5500150,1850,Wisconsin,550,Calumet,150,Calumet,1743
G5500170,1850,Wisconsin,550,Chippewa,170,Chippewa,615
G5500175,1850,Wisconsin,550,Chippewa-Crawford [multi-county reporting area],175,Chippewa-Crawford (multi-county reporting area),
G5500210,1850,Wisconsin,550,Columbia,210,Columbia,9565
G5500230,1850,Wisconsin,550,Crawford,230,Crawford,2498
G5500250,1850,Wisconsin,550,Dane,250,Dane,16639
G5500270,1850,Wisconsin,550,Dodge,270,Dodge,19138
G5500390,1850,Wisconsin,550,Fond du Lac,390,Fond Du Lac,14510
G5500430,1850,Wisconsin,550,Grant,430,Grant,16169
G5500450,1850,Wisconsin,550,Green,450,Green,8566
G5500490,1850,Wisconsin,550,Iowa,490,Iowa,9525
G5500550,1850,Wisconsin,550,Jefferson,550,Jefferson,15317
G5500590,1850,Wisconsin,550,Kenosha,590,Kenosha,10734
G5500650,1850,Wisconsin,550,Lafayette,650,Lafayette,11531
G5500675,1850,Wisconsin,550,La Point,675,La Point,489
G5500710,1850,Wisconsin,550,Manitowoc,710,Manitowoc,3702
G5500730,1850,Wisconsin,550,Marathon,730,Marathon,508
G5500770,1850,Wisconsin,550,Marquette,770,Marquette,8641
G5500790,1850,Wisconsin,550,Milwaukee,790,Milwaukee,31077
G5500970,1850,Wisconsin,550,Portage,970,Portage,1250
G5501010,1850,Wisconsin,550,Racine,1010,Racine,14973
G5501030,1850,Wisconsin,550,Richland,1030,Richland,903
G5501050,1850,Wisconsin,550,Rock,1050,Rock,20750
G5501090,1850,Wisconsin,550,St Croix,1090,St Croix,624
G5501110,1850,Wisconsin,550,Sauk,1110,Sauk,4371
G5501170,1850,Wisconsin,550,Sheboygan,1170,Sheboygan,8379
G5501270,1850,Wisconsin,550,Walworth,1270,Walworth,17862
G5501310,1850,Wisconsin,550,Washington,1310,Washington,19485
G5501330,1850,Wisconsin,550,Waukesha,1330,Waukesha,19258
G5501390,1850,Wisconsin,550,Winnebago,1390,Winnebago,10167
